index_set,mean_acc,std_acc,test_accuracy,estimator_name,num_layers,hidden_size,d_model,nhead,out_channels,dropout,weight_decay,lr,scheduler_factor,batch_size,score
50,62.9,25.1,62.5,Transformer,3,-,48.0,2.0,-,0.025,1.0e-06,4.0e-03,0.5,36,37.8
60,35.4,3.0,34.2,Transformer,3,-,48.0,2.0,-,0.05,2.5e-06,5.5e-03,0.5,36,32.4
33,42.1,11.8,35.8,Transformer,3,-,48.0,3.0,-,0.075,5.0e-06,5.0e-03,0.6,36,30.3
5,33.9,4.6,35.8,Transformer,3,-,48.0,3.0,-,0.175,7.5e-07,5.5e-03,0.4,32,29.3
28,35.0,6.7,20.8,Transformer,4,-,60.0,3.0,-,0.075,2.5e-06,5.0e-03,0.6,28,28.3
21,34.6,7.0,35.8,Transformer,3,-,72.0,2.0,-,0.05,2.5e-06,5.5e-03,0.4,32,27.7
2,37.1,10.4,40.0,Transformer,4,-,60.0,4.0,-,0.075,7.5e-07,4.0e-03,0.5,36,26.8
56,32.1,6.2,35.8,Transformer,4,-,48.0,3.0,-,0.1,1.0e-06,5.0e-03,0.4,36,26.0
10,40.0,14.2,35.8,Transformer,3,-,72.0,12.0,-,0.1,7.5e-07,5.5e-03,0.4,36,25.8
63,31.8,6.5,35.8,Transformer,4,-,60.0,12.0,-,0.125,2.5e-06,5.5e-03,0.5,28,25.3
30,36.8,11.7,20.8,Transformer,4,-,36.0,4.0,-,0.15,2.5e-06,5.0e-03,0.5,36,25.0
34,30.7,5.8,35.8,Transformer,4,-,72.0,12.0,-,0.125,2.5e-06,5.0e-03,0.4,28,24.9
19,20.0,1.7,20.8,CNN + LSTM,2,64.0,-,-,16.0,0.15,2.5e-06,4.5e-03,0.4,28,18.3
20,20.0,1.7,20.8,LSTM,4,96.0,-,-,-,0.15,7.5e-07,5.0e-03,0.6,28,18.3
3,20.0,1.7,20.8,CNN + LSTM,2,64.0,-,-,8.0,0.025,5.0e-06,5.0e-03,0.5,32,18.3
12,20.0,1.7,20.8,LSTM,4,64.0,-,-,-,0.175,5.0e-07,5.5e-03,0.5,32,18.3
7,20.0,1.7,20.8,LSTM,4,96.0,-,-,-,0.1,1.0e-06,4.5e-03,0.6,36,18.3
8,20.0,1.7,20.8,CNN + LSTM,4,64.0,-,-,8.0,0.15,2.5e-06,4.5e-03,0.6,36,18.3
9,20.0,1.7,20.8,LSTM,2,80.0,-,-,-,0.05,7.5e-07,4.5e-03,0.4,32,18.3
11,20.0,1.7,20.8,LSTM,3,80.0,-,-,-,0.15,5.0e-06,5.5e-03,0.6,32,18.3
6,20.0,1.7,20.8,LSTM,2,80.0,-,-,-,0.175,2.5e-06,4.0e-03,0.5,28,18.3
36,20.0,1.7,20.8,LSTM,2,80.0,-,-,-,0.125,7.5e-07,3.5e-03,0.6,32,18.3
35,20.0,1.7,20.8,LSTM,4,64.0,-,-,-,0.175,5.0e-07,3.5e-03,0.5,28,18.3
29,20.0,1.7,20.8,LSTM,3,80.0,-,-,-,0.05,5.0e-06,3.5e-03,0.4,32,18.3
31,20.0,1.7,20.8,LSTM,4,64.0,-,-,-,0.025,5.0e-07,3.5e-03,0.6,28,18.3
23,20.0,1.7,20.8,LSTM,4,96.0,-,-,-,0.15,2.5e-06,4.0e-03,0.4,36,18.3
25,20.0,1.7,20.8,LSTM,2,80.0,-,-,-,0.025,5.0e-06,5.5e-03,0.5,28,18.3
26,20.0,1.7,20.8,LSTM,2,80.0,-,-,-,0.025,7.5e-07,4.5e-03,0.6,32,18.3
27,20.0,1.7,20.8,LSTM,2,96.0,-,-,-,0.15,2.5e-06,5.5e-03,0.5,28,18.3
22,20.0,1.7,20.8,LSTM,3,64.0,-,-,-,0.0,5.0e-06,5.0e-03,0.4,36,18.3
13,20.0,1.7,20.8,LSTM,3,96.0,-,-,-,0.15,2.5e-06,4.5e-03,0.6,32,18.3
14,20.0,1.7,20.8,CNN + LSTM,3,96.0,-,-,16.0,0.125,7.5e-07,4.5e-03,0.5,36,18.3
15,20.0,1.7,20.8,LSTM,2,64.0,-,-,-,0.15,2.5e-06,3.5e-03,0.4,28,18.3
17,20.0,1.7,20.8,LSTM,4,80.0,-,-,-,0.1,7.5e-07,5.5e-03,0.6,28,18.3
18,20.0,1.7,20.8,LSTM,2,80.0,-,-,-,0.075,5.0e-06,5.5e-03,0.5,36,18.3
41,20.0,1.7,20.8,CNN + LSTM,2,80.0,-,-,8.0,0.15,2.5e-06,4.0e-03,0.5,28,18.3
44,20.0,1.7,20.8,LSTM,2,96.0,-,-,-,0.15,5.0e-06,3.5e-03,0.4,28,18.3
57,20.0,1.7,20.8,CNN + LSTM,4,64.0,-,-,8.0,0.125,2.5e-06,5.5e-03,0.6,36,18.3
52,20.0,1.7,20.8,CNN + LSTM,2,96.0,-,-,32.0,0.05,7.5e-07,3.5e-03,0.4,36,18.3
47,20.0,1.7,20.8,CNN + LSTM,4,96.0,-,-,8.0,0.05,5.0e-07,5.0e-03,0.5,32,18.3
49,20.0,1.7,20.8,LSTM,2,96.0,-,-,-,0.175,2.5e-06,4.5e-03,0.6,28,18.3
46,20.0,1.7,20.8,LSTM,4,96.0,-,-,-,0.075,1.0e-06,4.5e-03,0.4,36,18.3
45,20.0,1.7,20.8,LSTM,4,80.0,-,-,-,0.125,7.5e-07,4.5e-03,0.6,32,18.3
43,20.0,1.7,20.8,LSTM,2,80.0,-,-,-,0.125,1.0e-06,4.0e-03,0.5,32,18.3
55,20.0,1.7,20.8,CNN + LSTM,2,80.0,-,-,8.0,0.175,5.0e-07,3.5e-03,0.6,28,18.3
64,20.0,1.7,20.8,LSTM,2,96.0,-,-,-,0.175,7.5e-07,5.0e-03,0.5,32,18.3
58,20.0,1.7,20.8,CNN + LSTM,2,64.0,-,-,16.0,0.125,5.0e-06,5.5e-03,0.4,28,18.3
53,20.0,1.7,20.8,CNN + LSTM,2,96.0,-,-,8.0,0.075,2.5e-06,4.5e-03,0.5,32,18.3
62,20.0,1.7,20.8,LSTM,4,80.0,-,-,-,0.025,5.0e-07,5.0e-03,0.4,36,18.3
67,20.0,1.7,20.8,LSTM,4,80.0,-,-,-,0.175,5.0e-06,5.5e-03,0.6,36,18.3
42,20.0,1.7,20.8,CNN + LSTM,4,80.0,-,-,32.0,0.1,5.0e-06,5.5e-03,0.5,28,18.3
39,20.0,1.7,20.8,LSTM,4,64.0,-,-,-,0.075,1.0e-06,4.0e-03,0.6,28,18.3
40,20.0,1.7,20.8,LSTM,4,64.0,-,-,-,0.175,7.5e-07,5.5e-03,0.6,28,18.3
96,20.0,1.7,20.8,CNN + LSTM,2,64.0,-,-,8.0,0.15,1.0e-06,3.5e-03,0.4,32,18.3
68,20.0,1.7,20.8,LSTM,4,64.0,-,-,-,0.125,2.5e-06,5.5e-03,0.5,28,18.3
65,20.0,1.7,20.8,LSTM,3,64.0,-,-,-,0.075,5.0e-06,3.5e-03,0.4,32,18.3
69,20.0,1.7,20.8,LSTM,2,80.0,-,-,-,0.175,1.0e-06,5.0e-03,0.6,36,18.3
75,20.0,1.7,20.8,LSTM,3,80.0,-,-,-,0.1,7.5e-07,4.0e-03,0.6,32,18.3
74,20.0,1.7,20.8,LSTM,2,64.0,-,-,-,0.1,5.0e-06,5.5e-03,0.4,32,18.3
72,20.0,1.7,20.8,CNN + LSTM,2,80.0,-,-,32.0,0.05,5.0e-07,4.5e-03,0.5,32,18.3
71,20.0,1.7,20.8,CNN + LSTM,3,80.0,-,-,16.0,0.0,5.0e-06,5.0e-03,0.5,36,18.3
80,20.0,1.7,20.8,LSTM,4,64.0,-,-,-,0.1,2.5e-06,5.0e-03,0.4,36,18.3
79,20.0,1.7,20.8,CNN + LSTM,3,64.0,-,-,8.0,0.0,2.5e-06,3.5e-03,0.6,36,18.3
77,20.0,1.7,20.8,LSTM,4,96.0,-,-,-,0.0,2.5e-06,3.5e-03,0.5,28,18.3
78,20.0,1.7,20.8,CNN + LSTM,3,80.0,-,-,8.0,0.0,2.5e-06,4.0e-03,0.4,32,18.3
82,20.0,1.7,20.8,CNN + LSTM,3,64.0,-,-,32.0,0.1,1.0e-06,4.0e-03,0.6,36,18.3
81,20.0,1.7,20.8,CNN + LSTM,3,96.0,-,-,32.0,0.0,2.5e-06,4.0e-03,0.5,32,18.3
85,20.0,1.7,20.8,CNN + LSTM,4,64.0,-,-,32.0,0.175,7.5e-07,5.5e-03,0.6,36,18.3
73,20.0,1.7,19.2,CNN + LSTM,4,80.0,-,-,8.0,0.1,5.0e-06,4.5e-03,0.6,32,18.3
98,20.0,1.7,20.8,LSTM,4,96.0,-,-,-,0.175,5.0e-07,5.5e-03,0.5,32,18.3
93,20.0,1.7,20.8,CNN + LSTM,3,96.0,-,-,16.0,0.075,1.0e-06,5.0e-03,0.5,28,18.3
87,20.0,1.7,20.8,CNN + LSTM,3,96.0,-,-,32.0,0.125,5.0e-07,4.5e-03,0.5,28,18.3
86,20.0,1.7,20.8,LSTM,3,96.0,-,-,-,0.15,2.5e-06,5.0e-03,0.4,32,18.3
90,20.0,1.7,20.8,LSTM,3,96.0,-,-,-,0.05,1.0e-06,5.5e-03,0.6,32,18.3
91,20.0,1.7,20.8,CNN + LSTM,3,80.0,-,-,8.0,0.15,5.0e-06,5.0e-03,0.4,28,18.3
92,20.0,1.7,20.8,LSTM,4,64.0,-,-,-,0.05,7.5e-07,5.5e-03,0.6,36,18.3
88,20.0,1.7,20.8,CNN + LSTM,3,80.0,-,-,8.0,0.1,7.5e-07,3.5e-03,0.6,36,18.3
95,20.0,1.7,20.8,CNN + LSTM,3,80.0,-,-,8.0,0.175,1.0e-06,5.5e-03,0.4,36,18.3
97,20.0,1.7,20.8,LSTM,3,80.0,-,-,-,0.05,7.5e-07,4.5e-03,0.4,28,18.3
94,20.0,1.7,20.8,LSTM,3,64.0,-,-,-,0.05,7.5e-07,4.5e-03,0.4,32,18.3
100,19.6,1.8,20.8,LSTM,3,96.0,-,-,-,0.025,2.5e-06,4.0e-03,0.6,28,17.9
70,19.6,1.8,20.8,LSTM,3,96.0,-,-,-,0.025,5.0e-07,5.5e-03,0.6,28,17.9
89,19.3,1.7,20.8,CNN + LSTM,2,64.0,-,-,32.0,0.1,1.0e-06,3.5e-03,0.5,32,17.5
48,18.9,1.6,20.8,LSTM,3,96.0,-,-,-,0.15,5.0e-06,5.0e-03,0.4,28,17.3
76,18.9,1.6,20.8,CNN + LSTM,4,80.0,-,-,8.0,0.1,2.5e-06,5.0e-03,0.5,28,17.3
