index_set,mean_acc,std_acc,test_accuracy,estimator_name,num_layers,hidden_size,d_model,nhead,out_channels,dropout,weight_decay,lr,scheduler_factor,batch_size,score
51,33.2,12.5,19.2,Transformer,3,-,72,4,-,0.15,7.5e-07,4.5e-03,0.6,32,20.7
29,34.3,13.6,20.8,Transformer,3,-,60,4,-,0.125,5.0e-07,5.5e-03,0.4,28,20.7
181,33.9,13.3,19.2,Transformer,3,-,72,12,-,0.025,5.0e-06,5.5e-03,0.5,32,20.6
34,31.4,12.0,43.3,Transformer,3,-,72,3,-,0.0,1.0e-06,4.0e-03,0.4,36,19.4
80,40.4,21.0,19.2,Transformer,4,-,36,2,-,0.125,2.5e-06,4.5e-03,0.4,28,19.3
180,41.1,22.0,59.2,Transformer,3,-,60,3,-,0.0,2.5e-06,4.5e-03,0.5,28,19.1
67,29.3,10.3,19.2,Transformer,3,-,72,4,-,0.1,7.5e-07,4.5e-03,0.6,32,19.0
277,28.9,10.0,20.8,Transformer,4,-,48,2,-,0.0,7.5e-07,5.5e-03,0.5,28,18.9
41,20.4,1.6,20.8,Transformer,4,-,72,2,-,0.0,2.5e-06,4.5e-03,0.6,28,18.7
126,32.5,14.1,26.7,Transformer,3,-,60,4,-,0.1,5.0e-06,5.0e-03,0.5,28,18.4
74,20.0,1.7,26.7,Transformer,4,-,60,4,-,0.1,2.5e-06,5.0e-03,0.5,28,18.3
1,20.0,1.7,20.8,Transformer,4,-,72,4,-,0.075,2.5e-06,3.5e-03,0.4,32,18.3
124,20.0,1.7,20.8,Transformer,4,-,72,4,-,0.175,2.5e-06,5.5e-03,0.6,28,18.3
189,20.0,1.7,20.8,Transformer,4,-,72,3,-,0.1,2.5e-06,3.5e-03,0.5,28,18.3
271,23.2,5.1,20.8,Transformer,4,-,72,2,-,0.075,7.5e-07,3.5e-03,0.5,36,18.1
265,20.4,2.3,20.8,Transformer,4,-,72,2,-,0.075,2.5e-06,5.5e-03,0.4,32,18.1
118,41.1,23.0,42.5,Transformer,3,-,72,12,-,0.125,5.0e-07,5.0e-03,0.6,36,18.0
175,22.5,4.5,19.2,Transformer,4,-,72,2,-,0.1,5.0e-06,4.5e-03,0.4,36,18.0
65,19.6,1.8,20.8,Transformer,4,-,72,2,-,0.175,5.0e-07,4.0e-03,0.5,32,17.9
63,19.6,1.8,20.8,Transformer,4,-,60,2,-,0.125,7.5e-07,5.0e-03,0.5,36,17.9
35,19.6,1.8,20.8,Transformer,4,-,72,2,-,0.05,1.0e-06,4.5e-03,0.4,32,17.9
137,19.6,1.8,51.7,Transformer,4,-,72,3,-,0.025,5.0e-06,3.5e-03,0.5,36,17.9
242,19.6,1.8,20.8,Transformer,4,-,60,12,-,0.125,7.5e-07,4.0e-03,0.6,36,17.9
151,19.6,1.8,20.8,Transformer,4,-,72,3,-,0.15,7.5e-07,5.0e-03,0.6,36,17.9
278,20.0,2.4,20.8,Transformer,4,-,60,2,-,0.125,5.0e-06,5.0e-03,0.4,32,17.6
179,23.2,5.6,20.8,Transformer,4,-,60,2,-,0.025,5.0e-07,5.0e-03,0.5,36,17.6
111,20.7,3.1,19.2,Transformer,4,-,60,4,-,0.025,7.5e-07,5.0e-03,0.4,32,17.6
19,19.3,1.7,19.2,Transformer,4,-,60,2,-,0.15,1.0e-06,5.5e-03,0.6,28,17.5
266,19.3,1.7,30.0,Transformer,4,-,48,4,-,0.15,5.0e-06,5.5e-03,0.4,32,17.5
195,19.3,1.7,20.8,Transformer,4,-,60,2,-,0.05,5.0e-06,4.5e-03,0.5,32,17.5
225,21.4,3.9,19.2,Transformer,4,-,60,12,-,0.175,1.0e-06,5.5e-03,0.4,36,17.5
36,22.1,4.7,39.2,Transformer,4,-,60,2,-,0.075,5.0e-07,4.0e-03,0.5,36,17.4
142,40.4,23.0,60.0,Transformer,3,-,60,3,-,0.15,2.5e-06,4.5e-03,0.5,32,17.3
121,25.4,8.1,37.5,Transformer,4,-,60,3,-,0.1,7.5e-07,4.5e-03,0.4,32,17.3
11,18.9,1.6,19.2,Transformer,4,-,72,2,-,0.05,5.0e-06,5.0e-03,0.6,36,17.3
168,37.9,20.8,50.8,Transformer,4,-,48,4,-,0.025,5.0e-06,3.5e-03,0.5,28,17.1
170,30.4,13.3,20.8,Transformer,4,-,36,12,-,0.1,7.5e-07,5.5e-03,0.6,36,17.1
241,26.1,9.0,19.2,Transformer,4,-,48,3,-,0.05,1.0e-06,4.0e-03,0.4,36,17.0
116,21.1,4.1,20.8,Transformer,4,-,48,4,-,0.125,7.5e-07,4.5e-03,0.4,28,17.0
284,25.0,8.0,20.8,Transformer,4,-,48,2,-,0.075,7.5e-07,5.5e-03,0.5,28,17.0
281,28.2,11.3,20.8,Transformer,4,-,60,3,-,0.025,7.5e-07,3.5e-03,0.6,36,16.9
146,32.5,15.7,36.7,Transformer,3,-,72,12,-,0.05,5.0e-06,5.0e-03,0.6,32,16.8
295,21.1,4.4,20.8,Transformer,4,-,60,12,-,0.175,2.5e-06,4.5e-03,0.6,32,16.7
231,26.4,9.7,20.8,Transformer,3,-,72,2,-,0.125,5.0e-07,4.5e-03,0.6,32,16.7
296,22.1,5.5,20.8,Transformer,4,-,72,2,-,0.05,5.0e-06,4.5e-03,0.5,36,16.7
66,42.1,25.6,20.8,Transformer,3,-,60,12,-,0.125,1.0e-06,5.5e-03,0.5,28,16.5
178,33.6,17.1,32.5,Transformer,3,-,60,2,-,0.025,7.5e-07,4.5e-03,0.6,28,16.4
37,26.4,10.0,40.8,Transformer,3,-,60,3,-,0.025,1.0e-06,5.5e-03,0.4,28,16.4
71,37.1,20.7,42.5,Transformer,4,-,48,4,-,0.075,5.0e-06,3.5e-03,0.5,36,16.4
209,21.8,5.4,41.7,Transformer,4,-,60,2,-,0.125,7.5e-07,3.5e-03,0.6,32,16.4
9,21.4,5.1,19.2,Transformer,4,-,60,3,-,0.15,2.5e-06,5.5e-03,0.5,28,16.4
18,27.9,11.6,20.8,Transformer,4,-,48,2,-,0.025,5.0e-07,4.5e-03,0.4,32,16.3
78,28.6,12.4,20.8,Transformer,3,-,72,12,-,0.025,7.5e-07,5.0e-03,0.6,32,16.2
92,25.0,8.9,24.2,Transformer,3,-,60,2,-,0.075,5.0e-06,5.5e-03,0.5,32,16.1
299,33.6,17.5,25.0,Transformer,4,-,36,12,-,0.1,7.5e-07,5.0e-03,0.5,32,16.1
