index_set,mean_acc,std_acc,test_accuracy,estimator_name,num_layers,hidden_size,d_model,nhead,out_channels,dropout,weight_decay,lr,scheduler_factor,batch_size,score
84,20.0,1.7,20.8,LSTM,3,64.0,-,-,-,0.125,1.0e-06,3.5e-03,0.6,32,18.3
79,20.0,1.7,20.8,LSTM,3,96.0,-,-,-,0.025,1.0e-06,4.0e-03,0.6,32,18.3
22,20.0,1.7,20.8,LSTM,2,96.0,-,-,-,0.125,7.5e-07,4.0e-03,0.5,36,18.3
21,20.0,1.7,20.8,LSTM,4,96.0,-,-,-,0.025,2.5e-06,4.0e-03,0.4,32,18.3
43,20.0,1.7,20.8,LSTM,3,96.0,-,-,-,0.1,5.0e-06,5.5e-03,0.5,32,18.3
46,20.0,1.7,20.8,CNN + LSTM,4,96.0,-,-,32.0,0.025,2.5e-06,3.5e-03,0.4,32,18.3
40,20.0,1.7,20.8,CNN + LSTM,2,96.0,-,-,8.0,0.025,1.0e-06,5.0e-03,0.5,32,18.3
38,20.0,1.7,20.8,LSTM,2,64.0,-,-,-,0.05,7.5e-07,5.5e-03,0.6,36,18.3
64,20.0,1.7,20.8,LSTM,2,80.0,-,-,-,0.15,5.0e-06,5.0e-03,0.6,28,18.3
61,20.0,1.7,20.8,LSTM,4,80.0,-,-,-,0.025,2.5e-06,5.0e-03,0.4,32,18.3
63,20.0,1.7,20.8,LSTM,4,96.0,-,-,-,0.175,2.5e-06,5.0e-03,0.6,32,18.3
62,20.0,1.7,20.8,CNN + LSTM,2,64.0,-,-,16.0,0.0,7.5e-07,4.0e-03,0.5,36,18.3
57,20.0,1.7,20.8,LSTM,4,64.0,-,-,-,0.025,5.0e-06,4.0e-03,0.5,28,18.3
59,20.0,1.7,20.8,LSTM,3,64.0,-,-,-,0.175,5.0e-07,5.5e-03,0.4,32,18.3
60,20.0,1.7,20.8,LSTM,3,96.0,-,-,-,0.175,2.5e-06,5.0e-03,0.5,32,18.3
56,20.0,1.7,20.8,CNN + LSTM,4,64.0,-,-,32.0,0.025,2.5e-06,5.5e-03,0.5,28,18.3
51,20.0,1.7,20.8,CNN + LSTM,4,96.0,-,-,32.0,0.1,7.5e-07,4.5e-03,0.5,28,18.3
50,20.0,1.7,20.8,CNN + LSTM,2,64.0,-,-,32.0,0.125,5.0e-07,4.0e-03,0.5,32,18.3
52,20.0,1.7,20.8,CNN + LSTM,4,96.0,-,-,16.0,0.05,5.0e-06,3.5e-03,0.5,32,18.3
49,20.0,1.7,20.8,CNN + LSTM,2,64.0,-,-,32.0,0.1,5.0e-06,4.0e-03,0.6,32,18.3
53,20.0,1.7,20.8,CNN + LSTM,2,80.0,-,-,8.0,0.15,2.5e-06,5.0e-03,0.6,36,18.3
54,20.0,1.7,20.8,LSTM,3,64.0,-,-,-,0.125,1.0e-06,4.5e-03,0.4,28,18.3
45,20.0,1.7,20.8,CNN + LSTM,4,80.0,-,-,32.0,0.1,7.5e-07,4.0e-03,0.4,32,18.3
41,20.0,1.7,20.8,LSTM,2,80.0,-,-,-,0.075,7.5e-07,5.5e-03,0.5,36,18.3
99,20.0,1.7,20.8,LSTM,4,64.0,-,-,-,0.0,7.5e-07,4.0e-03,0.5,32,18.3
98,20.0,1.7,20.8,LSTM,3,64.0,-,-,-,0.075,5.0e-07,4.0e-03,0.4,28,18.3
100,20.0,1.7,20.8,CNN + LSTM,4,80.0,-,-,16.0,0.025,7.5e-07,5.0e-03,0.4,32,18.3
87,20.0,1.7,20.8,LSTM,2,64.0,-,-,-,0.175,1.0e-06,5.0e-03,0.5,36,18.3
91,20.0,1.7,20.8,LSTM,2,96.0,-,-,-,0.175,2.5e-06,3.5e-03,0.4,32,18.3
90,20.0,1.7,20.8,LSTM,3,64.0,-,-,-,0.1,7.5e-07,5.0e-03,0.5,28,18.3
70,20.0,1.7,20.8,CNN + LSTM,3,96.0,-,-,16.0,0.025,7.5e-07,4.0e-03,0.6,32,18.3
71,20.0,1.7,20.8,LSTM,4,96.0,-,-,-,0.0,2.5e-06,3.5e-03,0.6,28,18.3
85,20.0,1.7,20.8,LSTM,2,96.0,-,-,-,0.025,5.0e-07,3.5e-03,0.6,32,18.3
86,20.0,1.7,20.8,CNN + LSTM,4,80.0,-,-,8.0,0.0,1.0e-06,5.5e-03,0.6,32,18.3
72,20.0,1.7,20.8,LSTM,4,80.0,-,-,-,0.1,5.0e-06,4.0e-03,0.6,28,18.3
74,20.0,1.7,20.8,CNN + LSTM,3,64.0,-,-,16.0,0.15,5.0e-07,3.5e-03,0.4,28,18.3
11,20.7,2.7,20.8,Transformer,4,-,72.0,4.0,-,0.0,5.0e-06,5.0e-03,0.5,28,18.0
83,19.6,1.8,20.8,Transformer,4,-,72.0,4.0,-,0.15,5.0e-06,5.5e-03,0.6,32,17.9
76,19.3,1.7,20.8,CNN + LSTM,2,64.0,-,-,16.0,0.075,5.0e-06,3.5e-03,0.5,32,17.5
5,18.9,1.6,20.8,CNN + LSTM,2,96.0,-,-,8.0,0.15,5.0e-07,4.5e-03,0.4,36,17.3
42,18.9,1.6,19.2,CNN + LSTM,2,96.0,-,-,8.0,0.125,5.0e-07,3.5e-03,0.5,36,17.3
20,18.9,1.6,19.2,Transformer,4,-,72.0,12.0,-,0.15,2.5e-06,4.5e-03,0.6,36,17.3
32,18.9,1.6,20.8,CNN + LSTM,2,96.0,-,-,8.0,0.15,5.0e-07,5.5e-03,0.6,28,17.3
39,18.6,1.4,20.8,CNN + LSTM,2,96.0,-,-,16.0,0.1,5.0e-07,3.5e-03,0.4,32,17.1
18,22.1,5.5,19.2,Transformer,4,-,48.0,4.0,-,0.025,5.0e-06,5.0e-03,0.6,28,16.7
94,24.6,8.8,20.8,Transformer,4,-,60.0,2.0,-,0.025,5.0e-07,4.0e-03,0.5,28,15.8
30,20.7,5.5,20.8,Transformer,4,-,72.0,4.0,-,0.05,2.5e-06,5.0e-03,0.5,36,15.2
4,21.8,7.2,20.8,Transformer,4,-,36.0,2.0,-,0.075,1.0e-06,5.5e-03,0.5,28,14.6
44,21.4,7.5,20.8,Transformer,4,-,48.0,2.0,-,0.175,7.5e-07,5.0e-03,0.6,28,13.9
8,22.9,9.2,20.8,Transformer,4,-,48.0,12.0,-,0.05,7.5e-07,5.5e-03,0.5,36,13.7
48,21.8,8.4,48.3,Transformer,4,-,60.0,12.0,-,0.125,2.5e-06,5.0e-03,0.6,32,13.4
58,24.3,11.0,19.2,Transformer,4,-,36.0,12.0,-,0.15,7.5e-07,5.0e-03,0.6,32,13.2
34,36.4,23.3,20.8,Transformer,4,-,48.0,12.0,-,0.15,1.0e-06,3.5e-03,0.5,28,13.1
9,24.3,11.2,41.7,Transformer,4,-,60.0,3.0,-,0.0,2.5e-06,4.0e-03,0.6,36,13.1
77,33.2,21.7,28.3,Transformer,4,-,36.0,12.0,-,0.075,2.5e-06,5.0e-03,0.5,36,11.5
69,32.5,24.1,20.8,Transformer,4,-,36.0,4.0,-,0.15,7.5e-07,5.5e-03,0.5,36,8.4
